crop,disease,severity,treatment_cost_usd,temperature,humidity,rainfall_last_week_mm,leaf_color_r,leaf_color_g,leaf_color_b,leaf_texture_variance,spot_density,affected_area_pct,detection_confidence,image_id,detected_date
Grape,Fusarium_Wilt,5,280,16.37,87.85,6.62,110,113,98,0.223,0.137,48.89,0.805,img_01041.jpg,2025-08-17
Apple,Downy_Mildew,2,120,22.7,91.76,9.5,53,60,99,0.23,0.42,38.16,0.949,img_01042.jpg,2025-07-04
Wheat,Downy_Mildew,2,120,23.25,90.77,9.54,84,99,25,0.483,0.614,57.85,0.752,img_01043.jpg,2025-03-12
Apple,Anthracnose,3,160,22.51,94.46,22.06,58,64,59,0.384,0.301,37.08,0.786,img_01044.jpg,2025-07-21
Potato,Downy_Mildew,2,120,28.54,93.06,17.24,110,96,85,0.516,0.214,74.6,0.979,img_01045.jpg,2025-08-10
Rice,Anthracnose,3,160,33.53,75.5,2.1,193,60,21,0.511,0.728,23.0,0.795,img_01046.jpg,2025-10-31
Tomato,Bacterial_Spot,3,180,37.05,79.69,32.3,198,53,99,0.512,0.419,76.4,0.788,img_01047.jpg,2025-06-14
Tomato,Rust,4,200,26.94,61.96,30.8,182,100,50,0.451,0.726,38.81,0.866,img_01048.jpg,2025-07-08
Pepper,Leaf_Blight,3,150,20.28,76.82,18.71,54,116,34,0.548,0.686,33.97,0.802,img_01049.jpg,2025-06-26
Potato,Root_Rot,4,220,16.57,69.93,5.7,114,103,23,0.199,0.214,26.88,0.895,img_01050.jpg,2025-03-05
Apple,Rust,4,200,36.78,88.89,18.73,73,63,38,0.541,0.343,21.51,0.893,img_01051.jpg,2025-03-20
Tomato,Healthy,0,0,39.4,75.83,35.63,133,118,70,0.426,0.0,0.0,0.835,img_01052.jpg,2025-06-13
Wheat,Downy_Mildew,2,120,31.46,79.33,29.24,117,141,45,0.398,0.177,9.94,0.704,img_01053.jpg,2025-08-05
Corn,Fusarium_Wilt,5,280,26.47,87.41,0.87,138,41,78,0.75,0.658,11.47,0.804,img_01054.jpg,2025-12-05
Wheat,Rust,4,200,18.63,76.61,0.52,136,111,52,0.822,0.564,25.84,0.763,img_01055.jpg,2025-02-20
Apple,Downy_Mildew,2,120,29.54,79.79,54.85,187,124,74,0.56,0.617,34.72,0.962,img_01056.jpg,2025-09-28
Wheat,Healthy,0,0,26.29,87.49,38.76,59,157,20,0.152,0.0,0.0,0.905,img_01057.jpg,2025-11-15
Apple,Root_Rot,4,220,29.1,68.89,14.88,137,46,88,0.311,0.189,17.61,0.849,img_01058.jpg,2025-12-15
Apple,Downy_Mildew,2,120,25.36,66.39,49.81,177,101,55,0.532,0.738,73.09,0.801,img_01059.jpg,2025-03-07
Corn,Healthy,0,0,26.83,66.39,44.65,169,120,52,0.725,0.0,0.0,0.969,img_01060.jpg,2025-10-28
Corn,Leaf_Blight,3,150,33.04,60.36,63.08,93,70,46,0.791,0.751,5.17,0.965,img_01061.jpg,2025-03-07
Apple,Root_Rot,4,220,29.17,86.47,8.94,181,84,58,0.669,0.197,23.81,0.777,img_01062.jpg,2025-11-11
Pepper,Powdery_Mildew,2,100,20.14,91.3,32.94,160,72,67,0.613,0.638,20.52,0.835,img_01063.jpg,2025-10-21
Apple,Mosaic_Virus,5,250,28.56,86.81,18.11,68,76,68,0.337,0.338,58.82,0.917,img_01064.jpg,2025-12-21
Pepper,Bacterial_Spot,3,180,31.15,68.74,4.88,137,144,97,0.727,0.469,24.86,0.928,img_01065.jpg,2025-12-02
Tomato,Bacterial_Spot,3,180,16.11,68.49,29.6,99,67,50,0.722,0.432,12.83,0.787,img_01066.jpg,2025-11-15
Corn,Powdery_Mildew,2,100,18.65,94.46,43.85,72,59,52,0.206,0.35,31.92,0.823,img_01067.jpg,2025-10-17
Pepper,Bacterial_Spot,3,180,26.31,89.55,143.96,53,52,45,0.339,0.648,53.44,0.766,img_01068.jpg,2025-06-15
Rice,Leaf_Blight,3,150,26.31,73.09,125.05,125,98,75,0.252,0.368,73.73,0.904,img_01069.jpg,2025-07-17
Apple,Fusarium_Wilt,5,280,22.46,65.45,32.79,174,64,59,0.587,0.142,78.11,0.773,img_01070.jpg,2026-02-02
Wheat,Fusarium_Wilt,5,280,17.15,89.0,5.87,86,108,41,0.665,0.47,12.88,0.969,img_01071.jpg,2025-02-21
Apple,Mosaic_Virus,5,250,12.62,78.39,20.81,67,142,83,0.415,0.202,54.84,0.93,img_01072.jpg,2025-08-15
Pepper,Mosaic_Virus,5,250,31.93,74.16,0.67,194,73,88,0.201,0.677,55.42,0.91,img_01073.jpg,2026-01-29
Tomato,Powdery_Mildew,2,100,17.46,73.34,5.97,71,122,88,0.862,0.15,7.95,0.867,img_01074.jpg,2026-01-30
Potato,Root_Rot,4,220,13.18,77.62,7.36,117,48,70,0.407,0.409,23.44,0.868,img_01075.jpg,2025-06-24
Potato,Bacterial_Spot,3,180,23.59,90.91,13.68,65,143,41,0.712,0.199,71.33,0.838,img_01076.jpg,2025-11-12
Rice,Root_Rot,4,220,29.01,62.67,2.32,170,102,51,0.219,0.219,51.98,0.926,img_01077.jpg,2025-10-07
Rice,Mosaic_Virus,5,250,34.9,85.61,8.38,110,84,46,0.119,0.114,37.76,0.968,img_01078.jpg,2025-06-24
Potato,Root_Rot,4,220,40.62,69.94,95.44,66,47,76,0.274,0.236,35.6,0.864,img_01079.jpg,2025-11-30
Wheat,Leaf_Blight,3,150,31.52,86.0,15.43,124,67,49,0.261,0.577,23.72,0.927,img_01080.jpg,2025-03-17
Potato,Fusarium_Wilt,5,280,23.27,61.89,19.53,107,60,66,0.504,0.319,51.87,0.931,img_01081.jpg,2025-03-31
Pepper,Powdery_Mildew,2,100,29.19,73.88,6.42,107,138,87,0.899,0.613,68.9,0.765,img_01082.jpg,2025-03-10
Grape,Healthy,0,0,16.24,45.84,0.06,163,104,34,0.816,0.0,0.0,0.784,img_01083.jpg,2025-09-06
Pepper,Healthy,0,0,15.69,85.38,66.74,72,201,61,0.666,0.0,0.0,0.839,img_01084.jpg,2025-07-27
Corn,Leaf_Blight,3,150,28.59,88.78,103.74,77,120,28,0.525,0.475,62.27,0.718,img_01085.jpg,2025-11-25
Wheat,Powdery_Mildew,2,100,21.63,92.78,43.04,72,127,46,0.265,0.349,76.02,0.876,img_01086.jpg,2025-03-21
Apple,Healthy,0,0,17.49,94.8,11.47,161,103,33,0.81,0.0,0.0,0.968,img_01087.jpg,2025-08-06
Rice,Bacterial_Spot,3,180,33.52,69.07,33.0,165,57,47,0.373,0.337,25.12,0.927,img_01088.jpg,2025-07-20
Apple,Downy_Mildew,2,120,23.92,61.64,10.19,174,62,89,0.686,0.398,79.85,0.71,img_01089.jpg,2025-10-15
Rice,Healthy,0,0,19.55,59.62,17.06,56,151,22,0.216,0.0,0.0,0.924,img_01090.jpg,2025-08-14
Apple,Mosaic_Virus,5,250,23.08,67.93,77.05,133,65,77,0.2,0.582,48.12,0.748,img_01091.jpg,2025-08-29
Apple,Fusarium_Wilt,5,280,30.38,73.23,30.31,50,61,81,0.162,0.737,72.35,0.823,img_01092.jpg,2026-01-24
Grape,Powdery_Mildew,2,100,29.16,77.21,1.86,151,59,95,0.383,0.384,70.22,0.781,img_01093.jpg,2025-11-03
Grape,Mosaic_Virus,5,250,27.04,80.85,71.35,61,130,73,0.559,0.757,63.53,0.958,img_01094.jpg,2026-02-16
Pepper,Anthracnose,3,160,22.73,90.21,36.17,60,68,39,0.256,0.662,24.73,0.774,img_01095.jpg,2025-06-15
Rice,Downy_Mildew,2,120,34.15,61.65,61.59,137,80,98,0.736,0.288,14.29,0.774,img_01096.jpg,2025-11-01
Corn,Rust,4,200,22.93,81.62,1.97,190,98,88,0.732,0.194,31.03,0.763,img_01097.jpg,2025-06-15
Wheat,Root_Rot,4,220,36.86,85.0,4.14,130,133,22,0.595,0.635,66.82,0.886,img_01098.jpg,2025-04-30
Tomato,Fusarium_Wilt,5,280,14.29,75.89,46.87,60,114,59,0.7,0.726,45.21,0.732,img_01099.jpg,2025-10-08
Tomato,Root_Rot,4,220,22.45,75.85,7.65,106,74,46,0.468,0.423,39.0,0.825,img_01100.jpg,2026-02-05
Corn,Downy_Mildew,2,120,17.41,60.51,159.93,53,117,84,0.826,0.555,26.79,0.775,img_01101.jpg,2025-03-01
Grape,Rust,4,200,38.32,70.17,12.79,190,128,70,0.165,0.412,54.85,0.729,img_01102.jpg,2025-05-06
Corn,Root_Rot,4,220,31.06,64.6,6.86,194,130,60,0.493,0.141,54.72,0.913,img_01103.jpg,2025-07-17
Tomato,Fusarium_Wilt,5,280,22.01,74.05,16.15,136,81,83,0.348,0.794,18.71,0.706,img_01104.jpg,2025-11-17
Corn,Powdery_Mildew,2,100,21.03,84.29,66.64,62,98,76,0.589,0.677,56.37,0.978,img_01105.jpg,2026-01-19
Pepper,Fusarium_Wilt,5,280,12.57,93.87,51.49,138,100,29,0.301,0.411,15.8,0.892,img_01106.jpg,2025-08-12
Tomato,Mosaic_Virus,5,250,28.56,67.45,18.69,85,101,95,0.183,0.677,50.8,0.871,img_01107.jpg,2025-07-29
Pepper,Leaf_Blight,3,150,29.17,70.95,52.45,110,83,87,0.271,0.59,52.82,0.771,img_01108.jpg,2025-04-15
Grape,Healthy,0,0,28.76,47.06,41.79,113,146,20,0.7,0.0,0.0,0.748,img_01109.jpg,2025-03-27
Tomato,Anthracnose,3,160,29.07,65.07,33.07,87,59,91,0.185,0.505,32.09,0.713,img_01110.jpg,2026-01-16
Potato,Mosaic_Virus,5,250,13.0,64.56,26.77,72,127,63,0.429,0.374,12.74,0.852,img_01111.jpg,2025-11-23
Tomato,Healthy,0,0,28.51,55.56,15.3,115,124,77,0.306,0.0,0.0,0.768,img_01112.jpg,2025-11-05
Wheat,Fusarium_Wilt,5,280,25.6,84.37,4.13,120,125,29,0.462,0.418,39.23,0.97,img_01113.jpg,2025-10-13
Tomato,Bacterial_Spot,3,180,33.28,90.75,1.56,123,135,48,0.235,0.385,45.88,0.777,img_01114.jpg,2025-06-30
Pepper,Root_Rot,4,220,12.47,73.19,15.56,191,51,39,0.333,0.345,57.6,0.989,img_01115.jpg,2025-11-28
Grape,Leaf_Blight,3,150,40.08,88.36,88.18,190,53,28,0.165,0.778,59.39,0.74,img_01116.jpg,2025-11-18
Wheat,Leaf_Blight,3,150,25.48,75.52,28.33,166,104,46,0.209,0.651,78.2,0.977,img_01117.jpg,2025-03-05
Wheat,Rust,4,200,24.54,81.71,0.08,103,135,58,0.332,0.727,33.18,0.963,img_01118.jpg,2025-04-24
Corn,Leaf_Blight,3,150,34.7,91.41,28.01,89,53,51,0.325,0.18,37.93,0.979,img_01119.jpg,2025-04-30
Corn,Root_Rot,4,220,19.66,86.26,27.85,180,110,42,0.45,0.215,72.92,0.73,img_01120.jpg,2025-12-24
Apple,Healthy,0,0,29.99,79.39,12.92,90,89,26,0.769,0.0,0.0,0.773,img_01121.jpg,2025-10-28
Pepper,Healthy,0,0,45.62,41.91,70.21,95,212,99,0.109,0.0,0.0,0.889,img_01122.jpg,2026-01-07
Corn,Powdery_Mildew,2,100,18.46,89.42,33.02,154,121,75,0.493,0.338,15.52,0.761,img_01123.jpg,2025-07-21
Tomato,Healthy,0,0,16.17,91.49,44.81,95,81,26,0.799,0.0,0.0,0.824,img_01124.jpg,2025-05-09
Corn,Powdery_Mildew,2,100,24.3,63.22,40.7,107,61,78,0.814,0.114,59.86,0.771,img_01125.jpg,2025-06-03
Pepper,Rust,4,200,30.73,65.3,10.99,75,124,48,0.132,0.225,69.3,0.899,img_01126.jpg,2025-07-07
Corn,Bacterial_Spot,3,180,33.73,68.95,20.42,111,131,76,0.404,0.428,21.02,0.757,img_01127.jpg,2025-07-02
Apple,Healthy,0,0,36.0,81.37,25.01,136,216,88,0.276,0.0,0.0,0.73,img_01128.jpg,2025-09-26
Apple,Fusarium_Wilt,5,280,29.03,91.94,56.74,180,137,78,0.888,0.468,16.54,0.876,img_01129.jpg,2025-06-13
Pepper,Downy_Mildew,2,120,14.26,61.31,2.85,52,116,40,0.581,0.447,56.24,0.838,img_01130.jpg,2025-11-26
Corn,Downy_Mildew,2,120,14.78,60.47,14.55,159,74,76,0.845,0.356,74.56,0.884,img_01131.jpg,2026-01-19
Wheat,Root_Rot,4,220,30.65,90.98,46.23,130,98,35,0.407,0.226,13.45,0.936,img_01132.jpg,2025-12-04
Tomato,Powdery_Mildew,2,100,12.56,62.47,67.45,140,103,63,0.43,0.472,42.24,0.826,img_01133.jpg,2026-01-10
Grape,Powdery_Mildew,2,100,27.0,62.62,54.48,162,82,74,0.652,0.555,16.39,0.877,img_01134.jpg,2025-04-30
Tomato,Downy_Mildew,2,120,27.68,64.84,45.92,195,119,57,0.606,0.624,23.3,0.769,img_01135.jpg,2025-09-23
Grape,Bacterial_Spot,3,180,23.59,62.36,13.86,135,84,31,0.794,0.543,19.15,0.897,img_01136.jpg,2025-02-24
Apple,Root_Rot,4,220,24.65,60.17,25.0,128,98,55,0.7,0.594,53.87,0.711,img_01137.jpg,2025-06-07
Apple,Fusarium_Wilt,5,280,34.19,71.57,23.18,145,54,29,0.733,0.786,57.39,0.849,img_01138.jpg,2025-12-11
Pepper,Bacterial_Spot,3,180,37.67,69.54,120.74,126,98,82,0.611,0.736,54.57,0.97,img_01139.jpg,2025-07-25
Grape,Healthy,0,0,39.54,74.75,24.12,111,199,81,0.67,0.0,0.0,0.859,img_01140.jpg,2025-03-02
Grape,Healthy,0,0,24.52,54.46,61.28,93,185,59,0.787,0.0,0.0,0.752,img_01141.jpg,2025-10-07
Corn,Anthracnose,3,160,16.81,82.29,3.81,72,71,57,0.392,0.357,52.94,0.856,img_01142.jpg,2025-03-01
Apple,Bacterial_Spot,3,180,7.81,74.89,4.98,175,81,53,0.75,0.172,33.51,0.952,img_01143.jpg,2025-11-21
Pepper,Mosaic_Virus,5,250,21.41,80.79,30.58,52,142,44,0.882,0.108,54.79,0.93,img_01144.jpg,2025-10-31
Pepper,Anthracnose,3,160,11.34,88.8,9.57,183,78,32,0.241,0.63,75.9,0.748,img_01145.jpg,2025-03-01
Pepper,Bacterial_Spot,3,180,11.72,80.27,6.52,175,144,53,0.37,0.682,23.57,0.884,img_01146.jpg,2025-06-11
Rice,Downy_Mildew,2,120,17.81,80.85,23.88,57,103,49,0.554,0.378,19.99,0.96,img_01147.jpg,2026-02-12
Tomato,Anthracnose,3,160,17.78,68.59,99.0,79,110,85,0.533,0.788,30.03,0.781,img_01148.jpg,2025-02-28
Rice,Fusarium_Wilt,5,280,32.89,71.8,41.69,134,90,38,0.264,0.689,55.45,0.809,img_01149.jpg,2025-07-21
Pepper,Mosaic_Virus,5,250,31.56,94.8,5.93,158,75,38,0.168,0.357,45.35,0.931,img_01150.jpg,2025-06-25
Tomato,Anthracnose,3,160,-4.92,89.21,4.27,197,75,94,0.183,0.604,46.51,0.767,img_01151.jpg,2025-07-12
Corn,Leaf_Blight,3,150,30.24,84.73,7.22,176,86,26,0.871,0.515,26.71,0.783,img_01152.jpg,2025-04-11
Pepper,Downy_Mildew,2,120,32.73,85.33,24.42,199,102,76,0.68,0.229,28.63,0.845,img_01153.jpg,2025-12-03
Rice,Downy_Mildew,2,120,10.67,65.6,2.07,93,68,69,0.154,0.718,43.08,0.797,img_01154.jpg,2025-12-02
Tomato,Root_Rot,4,220,28.78,76.58,3.57,190,104,91,0.775,0.272,71.39,0.949,img_01155.jpg,2025-04-19
Corn,Powdery_Mildew,2,100,24.63,68.39,65.19,111,91,97,0.646,0.221,66.19,0.92,img_01156.jpg,2025-07-29
Grape,Leaf_Blight,3,150,19.32,90.69,37.15,149,149,88,0.862,0.671,51.14,0.969,img_01157.jpg,2025-10-11
Pepper,Leaf_Blight,3,150,22.4,65.95,41.64,50,53,22,0.598,0.547,40.2,0.856,img_01158.jpg,2026-02-06
Apple,Healthy,0,0,18.73,45.44,12.9,140,181,26,0.104,0.0,0.0,0.788,img_01159.jpg,2025-11-11
Potato,Anthracnose,3,160,12.06,82.34,10.67,129,144,66,0.386,0.781,60.87,0.92,img_01160.jpg,2025-03-26
Grape,Downy_Mildew,2,120,29.92,61.45,16.9,126,138,25,0.757,0.244,68.51,0.806,img_01161.jpg,2026-02-02
Grape,Mosaic_Virus,5,250,18.49,79.53,48.16,135,55,90,0.78,0.254,21.1,0.981,img_01162.jpg,2025-07-31
Tomato,Downy_Mildew,2,120,34.67,60.29,26.87,154,95,44,0.135,0.367,16.91,0.814,img_01163.jpg,2025-11-08
Grape,Leaf_Blight,3,150,33.25,93.38,1.58,173,111,49,0.318,0.328,77.3,0.756,img_01164.jpg,2025-08-10
Pepper,Bacterial_Spot,3,180,14.79,67.85,30.49,172,129,55,0.468,0.369,32.08,0.806,img_01165.jpg,2025-04-30
Potato,Mosaic_Virus,5,250,23.73,71.42,31.12,173,53,81,0.323,0.355,59.74,0.908,img_01166.jpg,2025-12-08
Wheat,Anthracnose,3,160,20.8,69.42,86.6,189,52,27,0.539,0.693,30.95,0.801,img_01167.jpg,2025-12-18
Rice,Powdery_Mildew,2,100,24.54,63.92,60.8,130,122,32,0.435,0.15,6.32,0.874,img_01168.jpg,2025-12-13
Apple,Downy_Mildew,2,120,29.96,62.32,22.32,177,59,51,0.518,0.505,61.07,0.973,img_01169.jpg,2025-10-21
Rice,Mosaic_Virus,5,250,42.62,90.43,11.86,128,144,31,0.404,0.173,33.86,0.717,img_01170.jpg,2026-01-08
Tomato,Root_Rot,4,220,21.77,81.55,1.93,98,120,36,0.77,0.499,7.37,0.953,img_01171.jpg,2026-01-07
Potato,Fusarium_Wilt,5,280,13.89,66.63,22.9,115,110,57,0.864,0.285,46.13,0.793,img_01172.jpg,2025-04-10
Rice,Downy_Mildew,2,120,26.41,85.02,21.13,67,108,30,0.13,0.777,72.08,0.959,img_01173.jpg,2025-05-11
Pepper,Healthy,0,0,17.16,62.14,63.66,137,125,71,0.533,0.0,0.0,0.838,img_01174.jpg,2026-02-18
Pepper,Leaf_Blight,3,150,17.09,62.98,7.22,53,73,70,0.411,0.591,67.48,0.844,img_01175.jpg,2026-02-19
Grape,Downy_Mildew,2,120,13.52,83.14,18.94,150,71,71,0.523,0.528,66.91,0.945,img_01176.jpg,2025-06-16
Apple,Leaf_Blight,3,150,26.77,87.29,6.49,119,143,75,0.541,0.76,6.93,0.965,img_01177.jpg,2025-11-24
Pepper,Healthy,0,0,20.08,93.61,16.76,89,206,78,0.375,0.0,0.0,0.775,img_01178.jpg,2025-06-25
Tomato,Leaf_Blight,3,150,29.28,75.65,9.41,61,129,23,0.717,0.458,66.28,0.82,img_01179.jpg,2025-06-23
Tomato,Bacterial_Spot,3,180,26.3,79.37,19.13,56,54,97,0.375,0.657,68.98,0.943,img_01180.jpg,2025-09-27
Wheat,Rust,4,200,35.72,69.68,10.54,62,76,27,0.284,0.71,41.33,0.749,img_01181.jpg,2025-07-17
Apple,Downy_Mildew,2,120,20.17,72.68,7.56,195,112,78,0.314,0.587,44.45,0.851,img_01182.jpg,2025-07-08
Grape,Fusarium_Wilt,5,280,41.82,65.59,28.85,126,75,81,0.377,0.427,63.49,0.856,img_01183.jpg,2025-07-03
Rice,Powdery_Mildew,2,100,30.35,88.33,42.97,142,135,56,0.143,0.606,37.99,0.764,img_01184.jpg,2025-07-23
Tomato,Leaf_Blight,3,150,25.69,69.93,4.84,186,144,94,0.89,0.467,44.11,0.756,img_01185.jpg,2025-09-05
Potato,Leaf_Blight,3,150,39.17,72.91,2.76,102,67,77,0.563,0.632,63.69,0.78,img_01186.jpg,2026-02-02
Tomato,Fusarium_Wilt,5,280,36.3,61.27,7.99,146,89,33,0.67,0.754,25.96,0.91,img_01187.jpg,2026-01-24
Tomato,Anthracnose,3,160,12.16,94.29,10.32,181,126,23,0.535,0.701,8.9,0.858,img_01188.jpg,2025-12-27
Apple,Anthracnose,3,160,31.21,81.67,0.3,111,86,85,0.464,0.292,9.24,0.987,img_01189.jpg,2026-02-05
Tomato,Powdery_Mildew,2,100,12.47,87.52,34.6,97,85,72,0.123,0.142,78.62,0.843,img_01190.jpg,2025-08-13
Corn,Healthy,0,0,31.46,69.47,28.42,69,137,84,0.512,0.0,0.0,0.761,img_01191.jpg,2025-08-25
Pepper,Bacterial_Spot,3,180,31.52,62.4,39.11,82,47,53,0.467,0.389,68.88,0.751,img_01192.jpg,2025-11-28
Corn,Rust,4,200,20.8,65.89,79.07,156,139,55,0.597,0.288,37.22,0.749,img_01193.jpg,2026-02-03
Tomato,Leaf_Blight,3,150,27.91,68.67,24.87,85,130,28,0.419,0.699,16.82,0.866,img_01194.jpg,2025-03-11
Pepper,Powdery_Mildew,2,100,19.57,68.34,3.26,96,121,68,0.538,0.777,66.6,0.88,img_01195.jpg,2025-08-17
Pepper,Fusarium_Wilt,5,280,23.79,94.9,15.81,141,62,27,0.492,0.369,49.54,0.83,img_01196.jpg,2025-10-05
Apple,Anthracnose,3,160,19.43,63.73,38.66,168,64,48,0.666,0.19,29.35,0.902,img_01197.jpg,2025-03-29
Grape,Rust,4,200,17.51,61.97,2.44,119,87,42,0.896,0.396,15.06,0.804,img_01198.jpg,2025-09-08
Pepper,Fusarium_Wilt,5,280,43.03,72.49,4.63,113,124,73,0.225,0.497,79.86,0.949,img_01199.jpg,2025-09-14
Corn,Bacterial_Spot,3,180,3.59,80.82,16.27,166,117,86,0.274,0.149,50.49,0.937,img_01200.jpg,2025-08-26
Grape,Powdery_Mildew,2,100,29.17,77.97,51.94,87,97,75,0.547,0.471,62.93,0.768,img_01201.jpg,2025-03-17
Rice,Fusarium_Wilt,5,280,32.71,79.69,7.4,114,109,49,0.55,0.764,15.66,0.837,img_01202.jpg,2025-03-14
Tomato,Powdery_Mildew,2,100,37.84,87.22,50.86,70,130,35,0.865,0.13,73.98,0.863,img_01203.jpg,2025-09-28
Grape,Leaf_Blight,3,150,32.24,64.65,70.41,127,128,27,0.518,0.565,25.82,0.89,img_01204.jpg,2025-09-27
Apple,Leaf_Blight,3,150,37.64,82.84,32.42,70,140,79,0.54,0.371,11.88,0.897,img_01205.jpg,2025-11-03
Rice,Anthracnose,3,160,27.78,76.02,3.99,197,118,49,0.318,0.685,75.61,0.86,img_01206.jpg,2026-01-30
Potato,Mosaic_Virus,5,250,24.16,71.11,11.81,51,63,68,0.321,0.317,67.43,0.888,img_01207.jpg,2025-11-15
Pepper,Rust,4,200,21.77,61.25,66.41,154,145,73,0.234,0.382,43.26,0.8,img_01208.jpg,2025-04-12
Pepper,Rust,4,200,35.8,80.48,8.74,143,44,63,0.853,0.61,71.88,0.838,img_01209.jpg,2025-07-18
Pepper,Root_Rot,4,220,25.33,79.88,23.07,120,105,42,0.189,0.726,72.04,0.811,img_01210.jpg,2025-08-09
Potato,Downy_Mildew,2,120,23.24,88.9,43.4,56,84,29,0.565,0.28,74.28,0.902,img_01211.jpg,2025-03-10
Tomato,Root_Rot,4,220,22.06,60.33,13.61,140,144,24,0.419,0.276,16.53,0.8,img_01212.jpg,2025-05-24
Apple,Mosaic_Virus,5,250,30.09,67.04,21.63,190,127,69,0.309,0.526,9.43,0.891,img_01213.jpg,2025-06-10
Pepper,Leaf_Blight,3,150,35.8,85.2,62.77,164,89,89,0.285,0.346,35.26,0.725,img_01214.jpg,2025-09-18
Tomato,Fusarium_Wilt,5,280,25.47,86.63,12.83,181,132,28,0.277,0.71,73.31,0.711,img_01215.jpg,2025-08-18
Rice,Downy_Mildew,2,120,35.7,79.66,8.69,159,117,92,0.612,0.129,21.72,0.839,img_01216.jpg,2025-04-10
Potato,Root_Rot,4,220,30.66,87.82,94.99,88,76,61,0.772,0.247,72.29,0.988,img_01217.jpg,2025-10-02
Tomato,Bacterial_Spot,3,180,26.37,71.04,9.83,118,66,45,0.32,0.55,42.7,0.706,img_01218.jpg,2025-06-01
Wheat,Healthy,0,0,20.28,80.03,9.66,118,169,90,0.232,0.0,0.0,0.988,img_01219.jpg,2025-08-31
Grape,Downy_Mildew,2,120,26.21,76.82,38.58,74,114,81,0.7,0.416,23.78,0.876,img_01220.jpg,2025-11-24
Tomato,Bacterial_Spot,3,180,31.91,75.83,42.99,111,95,83,0.126,0.267,38.17,0.781,img_01221.jpg,2025-03-11
Pepper,Mosaic_Virus,5,250,34.23,77.0,16.31,78,47,84,0.27,0.659,19.51,0.964,img_01222.jpg,2025-10-12
Apple,Bacterial_Spot,3,180,22.08,81.38,22.87,65,42,61,0.846,0.704,46.62,0.887,img_01223.jpg,2026-02-06
Grape,Fusarium_Wilt,5,280,25.07,61.68,20.83,185,117,44,0.29,0.731,20.04,0.741,img_01224.jpg,2025-11-04
Rice,Powdery_Mildew,2,100,26.95,88.66,20.6,79,112,53,0.304,0.616,77.35,0.911,img_01225.jpg,2025-08-12
Apple,Rust,4,200,26.51,86.85,17.35,144,128,79,0.192,0.455,44.91,0.743,img_01226.jpg,2025-12-07
Potato,Anthracnose,3,160,2.93,91.41,51.14,77,53,40,0.773,0.151,33.79,0.783,img_01227.jpg,2026-01-01
Potato,Leaf_Blight,3,150,19.8,86.55,16.54,96,109,75,0.375,0.726,65.28,0.965,img_01228.jpg,2025-03-02
Apple,Healthy,0,0,32.98,79.44,30.04,153,133,73,0.297,0.0,0.0,0.791,img_01229.jpg,2025-03-02
Rice,Leaf_Blight,3,150,32.59,80.09,34.4,104,143,28,0.538,0.212,39.46,0.84,img_01230.jpg,2025-07-24
Apple,Root_Rot,4,220,27.15,70.33,7.03,127,109,66,0.149,0.6,24.3,0.885,img_01231.jpg,2025-04-20
Corn,Rust,4,200,16.24,74.76,2.05,100,51,75,0.356,0.387,15.3,0.796,img_01232.jpg,2026-01-11
Apple,Rust,4,200,26.73,94.95,11.44,114,45,98,0.464,0.443,46.01,0.894,img_01233.jpg,2025-04-30
Potato,Root_Rot,4,220,33.79,84.82,64.27,157,125,81,0.788,0.559,18.47,0.724,img_01234.jpg,2025-06-08
Tomato,Rust,4,200,30.24,60.76,50.52,180,119,47,0.13,0.667,25.97,0.911,img_01235.jpg,2025-03-19
Wheat,Anthracnose,3,160,22.83,81.46,0.07,174,41,98,0.571,0.646,10.04,0.82,img_01236.jpg,2025-03-23
Tomato,Bacterial_Spot,3,180,16.47,69.19,66.73,127,65,44,0.18,0.436,53.68,0.872,img_01237.jpg,2026-01-30
Corn,Powdery_Mildew,2,100,19.08,63.29,9.46,89,96,49,0.885,0.56,45.35,0.833,img_01238.jpg,2025-03-20
Rice,Root_Rot,4,220,39.41,88.35,17.27,136,86,51,0.806,0.332,77.93,0.822,img_01239.jpg,2025-12-02
Pepper,Mosaic_Virus,5,250,26.21,92.93,10.96,197,41,62,0.21,0.6,26.92,0.835,img_01240.jpg,2025-03-17
Tomato,Powdery_Mildew,2,100,28.42,72.15,27.5,173,148,92,0.813,0.764,12.87,0.759,img_01241.jpg,2025-09-01
Rice,Mosaic_Virus,5,250,27.05,66.33,81.44,57,78,34,0.449,0.132,56.01,0.772,img_01242.jpg,2025-05-16
Pepper,Powdery_Mildew,2,100,11.34,62.76,5.94,68,52,81,0.795,0.464,40.75,0.926,img_01243.jpg,2025-05-15
Corn,Leaf_Blight,3,150,34.12,94.78,37.07,98,138,46,0.264,0.645,35.53,0.962,img_01244.jpg,2026-01-18
Pepper,Bacterial_Spot,3,180,32.96,94.33,15.13,83,47,25,0.691,0.399,54.4,0.789,img_01245.jpg,2025-03-07
Rice,Bacterial_Spot,3,180,17.58,62.3,51.87,166,147,35,0.295,0.25,77.85,0.749,img_01246.jpg,2025-07-06
Grape,Bacterial_Spot,3,180,20.03,81.66,30.06,95,127,63,0.167,0.591,26.08,0.722,img_01247.jpg,2026-02-17
Corn,Bacterial_Spot,3,180,20.74,78.78,59.27,156,134,83,0.359,0.493,34.16,0.817,img_01248.jpg,2025-04-27
