date,commodity,market,grade,price_per_quintal,volume_quintals,total_value,price_change_pct
2025-04-27,Cotton,Mumbai,B,8019.38,24.38,195509.08,-0.25
2025-04-08,Rice,Bangalore,A,5056.75,301.94,1526843.42,3.29
2025-07-15,Soybean,Kolkata,C,4405.1,142.23,626519.66,-3.19
2025-04-10,Onion,Delhi,A,2988.91,126.48,378049.0,1.28
2025-10-05,Tomato,Mumbai,A,2162.3,221.39,478703.61,-3.7
2025-11-26,Onion,Bangalore,C,1630.2,185.24,301983.23,-0.5
2025-02-21,Maize,Mumbai,C,1956.09,2228.59,4359320.43,-1.53
2025-07-08,Tomato,Delhi,C,2128.14,244.51,520352.74,-0.48
2025-07-09,Tomato,Delhi,A,2707.25,15.51,41989.67,3.42
2025-09-11,Maize,Hyderabad,B,1498.27,276.44,414186.03,-4.98
2025-03-05,Maize,Chennai,B,1988.06,171.69,341325.81,1.93
2025-10-15,Rice,Delhi,A,2786.55,51.11,142424.98,2.35
2025-04-08,Soybean,Mumbai,A,5899.67,722.78,4264150.39,-2.87
2026-02-08,Soybean,Kolkata,B,4527.22,35.17,159234.98,-0.96
2025-03-22,Cotton,Delhi,A,7911.79,308.87,2443750.44,2.55
2025-04-24,Maize,Hyderabad,B,2220.11,205.71,456698.71,-0.03
2025-03-15,Cotton,Mumbai,B,6629.89,430.35,2853164.35,-3.88
2026-02-07,Onion,Mumbai,A,2144.07,632.68,1356513.01,2.04
2025-03-02,Onion,Delhi,C,2167.89,179.09,388255.87,-3.35
2026-01-19,Soybean,Chennai,A,5187.98,59.24,307342.16,1.44
2026-02-04,Tomato,Delhi,B,2809.65,286.85,805937.69,-4.7
2025-05-18,Onion,Hyderabad,A,2655.72,1049.27,2786569.72,1.96
2026-01-29,Sugarcane,Hyderabad,B,388.24,686.39,266482.97,2.35
2025-08-27,Wheat,Bangalore,A,2165.97,126.8,274640.83,-3.68
2025-06-12,Sugarcane,Hyderabad,C,297.82,45.15,13447.8,3.81
2025-05-17,Potato,Bangalore,B,1713.98,101.83,174535.48,-0.79
2025-05-12,Rice,Bangalore,B,3519.32,103.36,363770.68,2.5
2025-09-29,Onion,Bangalore,C,1478.06,86.51,127865.8,0.87
2025-02-25,Cotton,Kolkata,C,6375.25,541.4,3451530.1,4.47
2025-07-10,Cotton,Bangalore,A,5729.74,1124.25,6441641.61,-2.27
2025-11-24,Soybean,Mumbai,C,3385.74,318.54,1078490.76,2.71
2025-07-30,Cotton,Mumbai,B,5779.51,327.21,1891125.02,3.14
2026-02-15,Cotton,Kolkata,B,7087.49,1411.12,10001298.6,-0.36
2025-06-28,Rice,Hyderabad,C,3430.87,33.74,115767.23,-1.79
2025-02-26,Tomato,Chennai,A,3607.69,363.51,1311427.66,4.51
2025-08-05,Sugarcane,Bangalore,C,238.33,318.61,75934.03,2.27
2025-09-20,Wheat,Kolkata,B,1676.26,312.13,523216.68,-3.33
2026-01-07,Maize,Chennai,B,1806.2,353.51,638500.89,1.0
2026-02-06,Rice,Delhi,B,3872.01,119.35,462136.27,4.61
2025-03-14,Wheat,Delhi,A,3118.16,836.47,2608235.49,1.37
2025-03-30,Cotton,Hyderabad,A,8726.98,442.76,3863943.91,3.13
2025-05-12,Rice,Delhi,C,4102.37,47.5,194880.63,2.08
2025-07-25,Wheat,Kolkata,B,1937.97,204.96,397211.64,-3.56
2025-11-20,Rice,Delhi,C,3122.13,685.78,2141101.51,-4.35
2025-07-30,Maize,Kolkata,C,1448.01,286.17,414376.06,-4.05
2025-11-19,Rice,Kolkata,C,2874.43,89.03,255923.43,-3.55
2025-10-04,Tomato,Mumbai,C,1739.77,120.94,210404.38,3.84
2026-02-10,Maize,Delhi,B,2196.64,706.69,1552350.31,0.39
2025-11-12,Rice,Chennai,A,3276.27,717.51,2350752.76,2.55
2026-02-02,Maize,Chennai,B,1885.37,159.32,300384.28,-2.57
2025-11-02,Maize,Bangalore,B,1644.27,232.4,382131.81,2.31
2025-09-20,Wheat,Hyderabad,B,1720.21,273.99,471321.07,0.77
2025-07-11,Onion,Hyderabad,B,2063.65,164.77,340037.88,3.63
2025-09-26,Maize,Bangalore,B,1411.26,219.65,309980.86,-2.43
2025-12-18,Tomato,Mumbai,B,2258.8,777.54,1756315.6,-4.17
2025-06-30,Maize,Kolkata,C,1458.72,227.67,332108.0,-3.34
2025-11-05,Rice,Bangalore,C,2703.67,726.99,1965545.37,-3.45
2025-05-04,Tomato,Delhi,B,2797.57,1768.61,4947804.49,-2.42
2026-01-26,Cotton,Chennai,B,6044.38,74.21,448576.76,-4.68
2025-12-09,Wheat,Mumbai,B,1821.32,171.42,312208.34,2.37
2025-09-28,Cotton,Hyderabad,B,4970.7,80.67,400968.69,0.61
2025-06-21,Rice,Bangalore,C,3457.4,975.48,3372606.04,4.62
2026-01-11,Potato,Hyderabad,B,1650.8,1143.59,1887835.47,-1.97
2025-11-09,Cotton,Hyderabad,A,5830.66,439.73,2563925.16,-1.62
2025-04-05,Rice,Chennai,A,4241.49,7.82,33182.6,-4.04
2026-01-04,Rice,Chennai,A,3632.29,1374.47,4992484.84,-2.03
2025-06-27,Onion,Delhi,A,2310.5,2.21,5103.19,1.37
2025-07-11,Potato,Chennai,C,1410.42,988.84,1394680.28,-3.01
2025-12-14,Wheat,Kolkata,A,2016.49,322.74,650803.07,1.19
2025-11-13,Onion,Mumbai,C,1482.82,93.44,138561.82,2.91
2025-09-23,Maize,Kolkata,A,1630.75,739.25,1205531.19,3.08
2025-10-30,Cotton,Mumbai,B,5327.62,98.24,523373.23,-4.75
2025-06-14,Wheat,Kolkata,C,1906.04,1798.31,3427664.65,1.71
2025-09-20,Maize,Mumbai,A,1825.6,73.73,134603.4,3.4
2025-09-11,Tomato,Delhi,B,2046.87,1078.57,2207686.53,0.76
2025-09-24,Wheat,Delhi,B,1849.42,543.78,1005678.07,4.02
2025-06-08,Sugarcane,Mumbai,B,353.09,217.23,76701.54,-4.26
2025-12-21,Cotton,Mumbai,C,5267.7,249.37,1313609.67,0.82
2025-09-29,Sugarcane,Kolkata,B,316.91,113.86,36084.05,0.99
2025-07-25,Potato,Mumbai,C,1117.59,170.65,190718.14,0.92
2025-06-18,Rice,Bangalore,A,3886.14,212.93,827487.87,3.59
2026-01-04,Maize,Hyderabad,A,2230.15,403.8,900536.83,3.78
2025-08-06,Soybean,Mumbai,B,3973.52,869.55,3455156.97,4.29
2025-06-12,Sugarcane,Hyderabad,C,326.16,78.66,25655.82,-4.13
2025-04-12,Tomato,Bangalore,B,2905.36,635.16,1845379.91,-4.68
2025-04-20,Tomato,Chennai,B,2824.93,697.51,1970403.14,-1.7
2025-06-29,Sugarcane,Kolkata,B,344.69,13.87,4779.11,3.2
2025-08-10,Potato,Kolkata,B,1353.45,2168.16,2934504.43,1.19
2025-07-31,Tomato,Chennai,C,1948.42,2256.63,4396859.0,-1.39
2025-02-19,Rice,Mumbai,B,4262.86,133.03,567098.97,4.86
2025-02-25,Onion,Delhi,B,2400.59,1188.58,2853304.04,-3.44
2025-04-26,Cotton,Delhi,A,8054.14,501.84,4041874.3,3.02
2025-11-26,Cotton,Mumbai,A,5071.69,942.86,4781889.11,1.8
2025-12-25,Potato,Hyderabad,B,1261.11,188.47,237678.92,-0.82
2025-08-23,Soybean,Hyderabad,A,4697.54,191.37,898975.52,-0.56
2025-03-09,Cotton,Hyderabad,B,7041.03,28.22,198700.6,-0.5
2025-03-03,Maize,Delhi,B,2036.43,132.82,270474.25,-3.63
2025-07-30,Rice,Delhi,A,3524.99,388.49,1369427.56,1.67
2025-09-27,Onion,Mumbai,B,1648.71,903.35,1489353.9,0.82
2025-04-08,Wheat,Delhi,B,2450.04,1128.37,2764560.52,-3.01
2025-06-07,Rice,Bangalore,C,2933.15,1176.74,3451543.52,-2.3
2025-11-13,Potato,Chennai,A,1253.48,301.98,378525.34,2.86
2025-09-23,Potato,Bangalore,A,1238.49,134.03,165994.24,1.8
2025-09-07,Rice,Bangalore,A,3289.29,797.43,2622974.22,3.52
2025-06-18,Potato,Chennai,A,1726.69,974.32,1682336.33,4.51
2025-04-08,Tomato,Bangalore,A,3570.76,236.68,845141.57,-0.31
2026-02-01,Sugarcane,Kolkata,C,331.92,20.18,6697.86,-1.04
2025-11-01,Cotton,Delhi,A,5983.78,169.31,1013099.53,-0.42
2025-05-18,Wheat,Kolkata,B,2744.37,736.27,2020606.64,-0.35
2026-02-01,Sugarcane,Delhi,C,296.3,362.26,107336.53,0.12
2025-11-03,Sugarcane,Chennai,B,260.93,421.63,110015.55,3.61
2025-12-24,Soybean,Kolkata,B,4923.09,466.07,2294508.4,-2.16
2026-01-31,Maize,Hyderabad,C,1830.33,457.96,838218.19,-0.05
2025-04-14,Cotton,Mumbai,C,7213.97,548.65,3957970.61,-1.53
2025-12-05,Wheat,Hyderabad,C,1737.09,100.61,174777.29,-1.21
2025-05-08,Sugarcane,Bangalore,B,396.71,223.65,88723.19,-1.44
2026-02-18,Soybean,Delhi,A,4931.33,356.51,1758065.45,-0.68
2025-02-27,Rice,Chennai,B,4247.22,477.26,2027036.58,-0.96
2025-05-02,Sugarcane,Bangalore,C,359.4,624.62,224486.72,2.02
2025-08-15,Maize,Chennai,A,1778.06,0.54,961.5,-0.98
2025-04-14,Tomato,Delhi,B,3011.66,103.98,313166.79,-0.39
2025-08-03,Sugarcane,Chennai,A,319.46,1544.59,493431.61,1.71
2025-08-09,Wheat,Delhi,C,1509.54,186.25,281146.44,-2.56
2026-01-06,Rice,Hyderabad,B,3462.31,2.24,7761.42,2.72
2026-02-19,Soybean,Mumbai,C,4829.55,430.2,2077685.27,1.61
2026-01-28,Soybean,Mumbai,C,4679.82,852.25,3988391.07,3.21
2025-08-22,Soybean,Bangalore,A,4743.08,37.22,176549.21,-1.48
2025-07-31,Rice,Chennai,B,3328.61,389.31,1295874.78,4.23
2025-02-28,Rice,Kolkata,C,4119.69,985.06,4058124.38,-3.07
2025-12-02,Rice,Hyderabad,B,2890.44,597.96,1728378.68,4.57
2025-08-30,Rice,Chennai,C,2482.68,1247.07,3096063.58,4.35
2025-12-20,Rice,Delhi,B,3369.74,738.8,2489571.81,-3.31
2025-07-25,Onion,Kolkata,A,2149.03,724.46,1556884.78,-2.32
2025-08-09,Rice,Delhi,B,3131.26,758.26,2374292.74,-4.0
2025-10-22,Tomato,Delhi,A,1920.11,89.48,171809.68,-2.35
2025-12-19,Sugarcane,Mumbai,C,309.23,1208.9,373830.73,-0.62
2025-10-11,Sugarcane,Delhi,A,299.44,607.99,182053.64,-4.76
2025-08-18,Sugarcane,Hyderabad,C,296.67,270.44,80231.75,-3.8
2025-04-19,Potato,Kolkata,A,1970.27,370.05,729100.7,-1.23
2026-01-05,Soybean,Hyderabad,A,5429.59,90.03,488842.45,4.7
2025-12-04,Rice,Mumbai,A,3923.04,651.85,2557226.46,-2.84
2025-11-17,Cotton,Mumbai,B,5326.14,444.49,2367437.26,-1.49
2025-02-22,Potato,Kolkata,C,1542.78,89.92,138729.54,-2.29
2025-08-05,Maize,Bangalore,A,1636.22,90.98,148868.5,-2.41
2025-11-08,Potato,Mumbai,A,1452.27,792.75,1151280.14,4.73
2025-09-01,Soybean,Bangalore,B,3436.5,7.25,24923.79,-0.03
2025-10-10,Wheat,Kolkata,A,2208.11,492.03,1086461.69,4.74
2026-01-11,Cotton,Kolkata,C,5951.76,372.82,2218939.71,-2.79
2025-12-24,Maize,Delhi,B,1563.5,840.61,1314297.8,-1.38
2025-05-12,Cotton,Bangalore,C,5849.92,387.92,2269305.0,4.35
2025-09-28,Cotton,Kolkata,B,4532.21,3.97,17970.85,3.42
2025-10-30,Soybean,Kolkata,A,4529.68,40.53,183577.45,1.3
2026-02-05,Tomato,Chennai,C,2433.37,943.84,2296706.77,0.95
2025-12-26,Soybean,Hyderabad,A,4347.41,394.95,1717002.11,-3.19
2025-08-14,Soybean,Mumbai,C,3305.37,422.02,1394935.48,-1.31
2025-10-17,Potato,Bangalore,B,1235.0,440.87,544475.2,4.12
2026-01-18,Tomato,Chennai,A,2676.28,578.02,1546935.39,0.72
2025-06-08,Wheat,Hyderabad,A,2456.34,403.46,991040.89,-2.68
2025-07-05,Sugarcane,Kolkata,B,342.15,883.38,302249.86,-3.85
2025-05-21,Maize,Chennai,B,1752.99,23.05,40402.9,-0.41
2025-10-09,Onion,Hyderabad,A,1914.17,33.55,64225.85,-3.94
2025-06-05,Potato,Bangalore,C,1324.59,289.31,383213.79,3.67
2025-08-11,Rice,Mumbai,A,3159.79,399.49,1262306.25,-4.3
2025-03-08,Sugarcane,Bangalore,B,379.08,40.56,15376.14,-3.7
2025-04-13,Wheat,Chennai,A,2704.4,51.48,139233.28,-2.09
2025-06-19,Soybean,Delhi,C,3734.78,432.3,1614537.86,-4.93
2025-04-20,Wheat,Kolkata,A,3055.69,151.72,463596.35,1.03
2025-05-06,Cotton,Hyderabad,C,6247.32,70.92,443034.72,4.89
2025-05-25,Sugarcane,Kolkata,A,433.15,598.78,259361.51,3.89
2025-08-05,Potato,Kolkata,B,1218.65,187.43,228416.16,-4.47
2025-11-12,Rice,Mumbai,C,2501.45,623.97,1560823.44,3.13
2025-07-27,Maize,Hyderabad,C,1327.16,399.21,529819.0,-4.35
2025-07-31,Soybean,Mumbai,C,3877.12,18.49,71705.35,3.26
2025-04-30,Tomato,Chennai,B,2729.23,1055.81,2881546.07,-1.96
2025-06-14,Wheat,Delhi,C,1947.61,137.42,267638.07,-1.06
2026-01-10,Maize,Delhi,B,1919.03,211.44,405753.25,-4.29
2025-11-11,Sugarcane,Bangalore,C,265.01,188.36,49917.28,0.13
2025-11-14,Soybean,Bangalore,B,3652.02,234.45,856233.01,0.04
2025-11-29,Tomato,Mumbai,C,1804.86,94.21,170044.32,-3.45
2025-12-05,Onion,Bangalore,A,1909.35,109.75,209541.73,1.26
2025-08-24,Potato,Chennai,C,969.33,123.98,120175.45,3.02
2025-04-06,Potato,Delhi,B,1891.15,1423.53,2692115.34,-2.65
2026-01-23,Maize,Bangalore,C,1576.92,152.94,241169.23,-1.49
2025-06-27,Cotton,Chennai,B,5210.73,128.25,668250.26,-4.76
2025-06-27,Wheat,Kolkata,B,2533.3,2722.37,6896585.19,3.76
2025-05-18,Rice,Mumbai,A,4411.95,20.29,89511.19,3.69
2025-08-31,Tomato,Bangalore,A,2242.46,161.85,362939.36,3.99
2025-04-09,Maize,Chennai,C,1651.47,1491.68,2463463.13,-1.31
2025-09-27,Maize,Mumbai,B,1648.76,282.53,465823.65,-2.93
2026-01-28,Potato,Bangalore,C,1652.21,589.42,973842.27,4.86
2025-09-13,Soybean,Bangalore,A,3992.26,1679.96,6706837.08,-0.46
2025-04-23,Soybean,Hyderabad,C,5514.76,954.02,5261218.44,-1.71
